POI_ID,Company_ID,Company_Name,HQ_Country,Service_Type,FY_Year,Total_Customers_To_POI,Active_Tourists,Avg_Customer_Rating,Revenue(USD),Marketing_Expenditure_USD,Avg_Booking_Value,Destinations_Preference_Index,Tech_Adaptability_index,Digital_Channel_Share,Customer_Retention,Avg_Trip_Cost_USD,Commission,CSR_Focus_index,Reviews,Booking_Platforms,POI_Name,Country,Region_type,POI_Latitude,POI_Longitude,POI_Type_Detailed,Time_To_Visit,Family_Friendly_Index,Transit_Time(in mins),Local_Transfer(USD),Accessebility_Value,Visitor_Volume(in thousands),Seasonality_Index,Food_Index,Operating_Hours,Safety_Index,Cost_of_POI,Connectivity_index,Common_Travel_Partner,Total_Visitors,Dominant_Age_Group,Origin_Country,Average_Sentiment_Score,Average_Rating,Avg_spend_per_head,Accesebility_index,Travel_mode,time_spent,Overall_experience,Engagement_Score,Family_Score,Profit_Margin,Revenue_Per_Customer,Marketing_ROI,POI_Category,Price_Tier,Digital_Adoption,Season_Category,Cluster,High_Performer
POI_00045,COMP_0007,Choice Hotels,Italy,Cruise Line,2021,543032,437968,8.0,450737.28,85206.87,3.8,5.1,5.5,0.31,0.57,329.25,535944.15,4.8,Would definitely return for another visit soon,Expedia,Bali Cultural Center,Indonesia,Island,-8.364525,115.114342,Cultural Center,April-June,4.3,38,Yes,6.7,12.9,5.4,7.3,6:00 AM - 22:00 PM,5.9,355.11,6.6,Family,3,65+,China,8.6,8.0,658.2,6.6,Flight,90 mins,8.6,8.4,5.1,0.811,0.83,5.29,Cultural/Heritage,Luxury,Low,Spring/Fall,1.0,0
POI_00046,COMP_0009,Radisson Hotel Group,Spain,Resort,2020,3259760,2606792,8.7,340662.76,63232.71,3.1,6.7,6.9,0.82,0.65,597.28,403895.47,4.9,Disappointing considering the price point charged,TripAdvisor,Bali Botanical Garden,Indonesia,Island,-8.303316,115.044925,Botanical Garden,January-March,5.2,50,No,8.1,751.5,3.6,8.5,9:00 AM - 17:00 PM,8.7,278.36,5.6,Friends,4,36-45,Canada,9.5,9.3,786.83,7.6,Bus,60 mins,8.9,9.03,6.95,0.814,0.1,5.39,Urban/Entertainment,Mid-Range,High,Winter,0.0,1
POI_00047,COMP_0004,Hyatt Hotels,France,Travel Agency,2020,2057801,1482350,7.4,286030.13,46210.89,3.0,4.6,4.3,0.43,0.52,727.74,332241.02,4.3,Excellent staff and well-maintained property throughout,Expedia,Bangkok Archaeological Site,Thailand,Urban,13.799503,100.462051,Archaeological Site,Spring-Fall,8.2,22,No,6.3,1677.6,5.3,6.5,10:00 AM - 19:00 PM,8.2,70.58,9.2,Family,5,26-35,China,10.0,9.7,624.76,5.5,Bus,60 mins,10.0,9.13,8.2,0.838,0.14,6.19,Cultural/Heritage,Budget,Low,Spring/Fall,0.0,1
POI_00048,COMP_0006,Wyndham Hotels,United States,Cruise Line,2023,3018019,2352760,9.9,307225.71,43625.09,9.7,9.2,9.0,0.48,0.65,2251.68,350850.8,8.3,Breathtaking views and stunning natural scenery,Direct Website,Istanbul Historical Monument,Turkey,Historical,41.000818,28.973539,Historical Monument,Spring-Fall,6.0,87,No,4.1,2595.4,3.3,5.6,7:00 AM - 20:00 PM,5.8,172.97,6.6,Couple,2,36-45,France,6.2,6.7,402.63,6.5,Car,180 mins,6.6,7.57,5.9,0.858,0.1,7.04,Cultural/Heritage,Mid-Range,Low,Spring/Fall,1.0,0
POI_00049,COMP_0029,Contiki Holidays,France,Resort,2023,1128410,904446,9.1,73320.59,11034.06,4.3,5.1,7.3,0.5,0.73,1310.4,84354.65,5.3,Amazing experience with exceptional service and beautiful facilities,Direct Website,Paris Art Gallery,France,Historical,48.871767,2.339053,Art Gallery,October-December,7.0,116,No,5.6,4735.3,6.1,8.8,9:00 AM - 21:00 PM,8.6,331.8,6.2,Couple,2,65+,Canada,8.6,9.5,744.59,7.7,Bus,30 mins,10.0,9.23,7.8,0.85,0.06,6.64,Urban/Entertainment,Luxury,Low,Year-Round,0.0,1
POI_00050,COMP_0009,Radisson Hotel Group,United States,Cruise Line,2022,355726,319439,6.5,206990.72,49559.66,3.4,5.9,4.1,0.78,0.56,860.2,256550.38,5.2,Would definitely return for another visit soon,TripAdvisor,Tokyo Wildlife Sanctuary,Japan,Urban,35.653099,139.680056,Wildlife Sanctuary,Summer Season,5.2,16,No,3.9,4258.3,7.6,5.3,24 Hours,6.0,181.25,6.3,Family,5,46-55,Japan,7.6,7.2,127.73,5.3,Bus,90 mins,6.6,6.9,5.6,0.761,0.58,4.18,Nature/Adventure,Mid-Range,Medium,Summer,1.0,0
POI_00051,COMP_0022,Royal Caribbean,Australia,Cruise Line,2021,3120123,2225581,9.3,416558.62,83219.91,7.6,7.3,8.6,0.4,0.82,214.56,499778.53,5.6,Breathtaking views and stunning natural scenery,Airbnb,Tokyo Botanical Garden,Japan,Urban,35.677971,139.609087,Botanical Garden,April-June,3.8,23,Yes,5.2,2957.2,5.8,6.7,24 Hours,5.0,125.37,4.7,Couple,2,26-35,Canada,7.6,7.4,594.53,3.8,Train,180 mins,8.0,8.3,4.4,0.8,0.13,5.01,Urban/Entertainment,Mid-Range,Low,Spring/Fall,1.0,0
POI_00052,COMP_0007,Choice Hotels,France,Travel Agency,2024,2605187,2280685,8.1,154495.71,36296.63,4.7,7.4,5.8,0.56,0.62,1869.99,190792.34,5.3,Great location but slightly crowded during peak season,Airbnb,London Religious Site,United Kingdom,Historical,51.546882,-0.123041,Religious Site,Summer Season,6.8,82,Yes,7.1,563.1,8.9,5.0,24 Hours,5.8,161.2,6.2,Family,5,18-25,United Kingdom,8.8,9.3,783.11,6.2,Flight,24 hours,8.7,8.53,6.3,0.765,0.06,4.26,Cultural/Heritage,Mid-Range,Medium,Summer,0.0,0
POI_00053,COMP_0002,Hilton Worldwide,France,Travel Agency,2023,8950226,6474411,7.5,404868.75,49698.14,7.2,6.1,5.0,0.4,0.66,1893.68,454566.89,6.1,Lovely place with authentic local experiences,TripAdvisor,Phuket Nature Park,Thailand,Coastal,7.850354,98.410323,Nature Park,January-March,3.2,42,No,4.6,3418.0,6.0,4.5,24 Hours,4.7,216.97,6.3,Friends,3,46-55,Canada,6.8,6.3,505.07,4.5,Train,24 hours,6.6,6.97,3.95,0.877,0.05,8.15,Nature/Adventure,Mid-Range,Low,Winter,1.0,0
POI_00054,COMP_0006,Wyndham Hotels,France,Travel Agency,2020,2228073,1891164,7.2,107369.9,17135.49,2.3,5.7,6.3,0.91,0.52,709.76,124505.39,6.6,Perfect destination for families with children,Booking.com,Barcelona Shopping District,Spain,Coastal,41.398256,2.196711,Beach Resort,Spring-Fall,5.6,110,Yes,3.8,5115.4,4.0,6.4,10:00 AM - 22:00 PM,4.4,434.47,5.2,Solo,1,26-35,United Kingdom,6.2,6.5,709.52,4.7,Car,30 mins,6.5,6.63,5.0,0.84,0.05,6.27,Beach/Island,Luxury,High,Spring/Fall,1.0,0
POI_00055,COMP_0020,Intrepid Travel,United Kingdom,Resort,2023,1572918,1327554,9.2,230383.14,39004.07,6.9,7.8,7.1,0.48,0.66,2207.76,269387.21,5.4,Good value for money with comfortable accommodations,TripAdvisor,Rome Religious Site,Italy,Historical,41.865887,12.543382,Religious Site,Winter Season,4.8,22,No,4.6,100.4,9.3,5.6,24 Hours,5.5,327.72,6.9,Friends,3,36-45,Australia,7.3,7.8,125.67,6.8,Flight,180 mins,8.1,8.2,5.15,0.831,0.15,5.91,Cultural/Heritage,Luxury,Low,Winter,1.0,0
POI_00056,COMP_0008,Best Western,Turkey,Travel Agency,2020,1098381,897647,9.8,368257.39,45251.78,6.4,7.9,5.0,0.91,0.91,2350.64,413509.17,7.7,Relaxing environment with modern amenities available,Booking.com,Phuket Cultural Center,Thailand,Coastal,7.883517,98.435961,Cultural Center,Year-Round,3.5,62,Yes,6.0,2706.0,4.3,4.7,7:00 AM - 18:00 PM,3.8,116.75,6.2,Couple,2,56-65,China,6.8,6.2,103.46,6.1,Flight,120 mins,6.4,7.67,3.65,0.877,0.34,8.14,Cultural/Heritage,Mid-Range,High,Year-Round,1.0,0
POI_00057,COMP_0014,Booking Holdings,Indonesia,Travel Agency,2024,362086,321124,8.3,283477.13,53489.67,7.9,6.0,4.6,0.99,0.74,2978.36,336966.8,4.7,Lovely place with authentic local experiences,Airbnb,Istanbul Museum,Turkey,Historical,40.978385,28.995743,Museum,October-December,5.4,85,No,7.1,2217.0,5.8,9.1,8:00 AM - 22:00 PM,9.7,357.46,7.9,Friends,6,18-25,Germany,10.0,9.9,499.43,5.1,Train,240 mins,10.0,9.43,7.55,0.811,0.78,5.3,Cultural/Heritage,Luxury,High,Year-Round,0.0,1
POI_00058,COMP_0030,Insight Vacations,Thailand,Resort,2022,31560892,24208449,7.6,381875.56,64091.2,6.6,3.8,5.1,0.58,0.6,684.88,445966.76,7.3,Facility could use some updates and maintenance,Airbnb,London Beach Resort,United Kingdom,Historical,51.462221,-0.080083,Historical Monument,Year-Round,7.1,97,Yes,6.0,3139.2,6.0,7.1,24 Hours,5.8,197.16,6.6,Solo,1,18-25,United Kingdom,8.1,7.6,633.6,6.8,Flight,240 mins,7.5,7.73,6.45,0.832,0.01,5.96,Cultural/Heritage,Mid-Range,Medium,Year-Round,1.0,0
POI_00059,COMP_0013,Expedia Group,UAE,Tour Operator,2023,330985,264680,6.9,482481.64,59007.22,4.1,6.6,4.7,0.71,0.57,564.48,541488.86,3.5,Clean and comfortable with friendly staff members,Booking.com,Bangkok Scenic Viewpoint,Thailand,Urban,13.751169,100.475554,Scenic Viewpoint,Year-Round,4.6,22,No,6.0,11462.3,4.9,5.2,8:00 AM - 21:00 PM,7.1,283.59,5.9,Friends,3,46-55,China,7.3,7.5,366.14,5.2,Flight,120 mins,7.6,7.27,5.85,0.878,1.46,8.18,Urban/Entertainment,Mid-Range,Medium,Year-Round,1.0,0
POI_00060,COMP_0001,Marriott International,Spain,Travel Agency,2024,1531064,1377000,7.7,66447.35,11349.87,5.0,6.1,4.1,0.82,0.52,243.6,77797.22,7.3,Good value for money with comfortable accommodations,Booking.com,Bangkok Religious Site,Thailand,Urban,13.771047,100.541603,Religious Site,January-March,6.7,21,No,6.8,20833.0,4.4,3.9,10:00 AM - 17:00 PM,5.6,165.55,5.0,Couple,2,46-55,Canada,6.7,7.0,662.12,5.4,Train,180 mins,6.7,7.03,6.15,0.829,0.04,5.85,Cultural/Heritage,Mid-Range,High,Winter,1.0,0
POI_00061,COMP_0018,Thomas Cook,Japan,Travel Agency,2022,19390981,15127924,8.3,233930.38,24283.83,5.7,4.8,4.9,0.9,0.77,868.56,258214.21,5.7,Peaceful atmosphere perfect for relaxation and unwinding,Airbnb,Sydney Archaeological Site,Australia,Coastal,-33.847895,151.169988,Archaeological Site,Summer Season,5.2,116,No,6.2,3461.8,6.2,6.8,8:00 AM - 19:00 PM,8.1,320.73,7.7,Solo,1,26-35,Japan,8.9,8.3,259.66,5.0,Bus,90 mins,8.5,8.57,6.65,0.896,0.01,9.63,Cultural/Heritage,Luxury,High,Summer,0.0,0
POI_00062,COMP_0029,Contiki Holidays,United Kingdom,Resort,2022,39545,32893,6.6,343735.75,46654.37,2.1,4.0,4.1,0.77,0.4,659.94,390390.12,3.6,Unforgettable experience with lasting memories,Expedia,Maldives Scenic Viewpoint,Maldives,Island,3.219555,73.180254,Scenic Viewpoint,April-June,6.2,76,No,5.0,19608.0,5.9,7.9,8:00 AM - 19:00 PM,5.8,93.07,5.2,Solo,1,46-55,United States,8.7,8.5,524.97,6.6,Bus,120 mins,8.0,7.77,6.0,0.864,8.69,7.37,Urban/Entertainment,Budget,Medium,Spring/Fall,1.0,0
POI_00063,COMP_0015,Airbnb Inc,Italy,Tour Operator,2024,7387458,6397863,6.4,61939.49,7879.65,3.7,5.3,3.9,0.51,0.58,159.86,69819.14,3.2,Lovely place with authentic local experiences,Booking.com,Rome Archaeological Site,Italy,Historical,41.922044,12.545526,Archaeological Site,Spring-Fall,3.6,91,Yes,5.1,1097.2,3.3,6.2,24 Hours,4.4,195.52,4.5,Couple,2,36-45,United Kingdom,6.3,6.5,148.6,4.9,Bus,240 mins,5.9,6.2,4.0,0.873,0.01,7.86,Cultural/Heritage,Mid-Range,Medium,Spring/Fall,1.0,0
POI_00064,COMP_0022,Royal Caribbean,Italy,Tour Operator,2020,584726,513702,8.3,298421.23,49364.54,7.2,5.6,5.2,0.57,0.67,1073.8,347785.77,5.3,Peaceful atmosphere perfect for relaxation and unwinding,Airbnb,Paris Mountain Resort,France,Historical,48.906014,2.368384,Mountain Resort,Year-Round,7.1,63,Yes,4.3,1801.1,5.2,8.0,24 Hours,5.5,360.5,5.6,Friends,5,18-25,Germany,7.5,8.2,415.26,7.2,Bus,30 mins,8.0,7.93,6.3,0.835,0.51,6.05,Nature/Adventure,Luxury,Medium,Year-Round,1.0,0
POI_00065,COMP_0004,Hyatt Hotels,United Kingdom,Travel Agency,2021,10326874,8107037,7.2,286560.58,36035.54,2.3,4.6,5.5,0.74,0.5,2737.8,322596.12,4.1,Highly recommended for first-time visitors,Airbnb,Los Angeles Adventure Park,United States,Urban,34.086403,-118.241604,Adventure Park,Winter Season,4.6,94,No,4.8,5394.2,8.8,4.4,9:00 AM - 18:00 PM,6.1,168.4,6.3,Friends,3,56-65,United Kingdom,9.2,8.5,487.66,5.5,Train,180 mins,8.3,8.23,5.35,0.874,0.03,7.95,Nature/Adventure,Mid-Range,Medium,Winter,1.0,0
POI_00066,COMP_0020,Intrepid Travel,Japan,Tour Operator,2021,1631183,1440106,7.1,111598.53,26225.97,2.7,5.6,4.5,0.69,0.59,244.49,137824.5,6.5,Highly recommended for first-time visitors,TripAdvisor,Los Angeles Adventure Park,United States,Urban,34.013837,-118.211955,Adventure Park,Winter Season,7.0,106,No,6.8,5355.7,9.2,4.9,10:00 AM - 19:00 PM,4.7,231.34,5.0,Solo,1,36-45,France,7.8,7.5,342.27,7.4,Flight,96 hours,7.7,7.53,5.85,0.765,0.07,4.26,Nature/Adventure,Mid-Range,Medium,Winter,1.0,0
POI_00067,COMP_0016,TripAdvisor,Thailand,Hotel Chain,2020,34318317,25226511,9.5,321418.45,43970.8,8.9,6.7,6.6,0.66,0.59,616.62,365389.25,5.5,Would definitely return for another visit soon,Airbnb,Rome Botanical Garden,Italy,Historical,41.892666,12.461037,Botanical Garden,Winter Season,4.0,17,No,4.3,2434.0,9.9,5.4,8:00 AM - 18:00 PM,5.4,277.76,5.8,Couple,2,56-65,Australia,6.9,7.5,548.58,4.6,Bus,30 mins,7.7,8.03,4.7,0.863,0.01,7.31,Urban/Entertainment,Mid-Range,Medium,Winter,1.0,0
POI_00068,COMP_0002,Hilton Worldwide,France,Tour Operator,2021,21872680,16866779,7.6,64032.41,8922.25,6.1,4.9,6.0,0.63,0.63,612.8,72954.66,7.4,Highly recommended for first-time visitors,Expedia,Barcelona Beach Resort,Spain,Coastal,41.433468,2.147318,Beach Resort,Spring-Fall,3.7,46,Yes,3.6,4354.8,5.8,3.5,24 Hours,5.3,498.51,6.1,Couple,2,56-65,Japan,6.8,6.6,314.38,5.4,Bus,30 mins,6.6,7.0,4.5,0.861,0.0,7.18,Beach/Island,Luxury,Medium,Spring/Fall,1.0,0
POI_00069,COMP_0024,MSC Cruises,Spain,Travel Agency,2023,2580223,1978641,8.4,418596.04,92054.45,7.1,4.6,4.5,0.81,0.65,404.38,510650.49,7.1,Professional service and attention to detail,Booking.com,Barcelona Food Market,Spain,Coastal,41.41203,2.124503,Beach Resort,July-September,5.7,17,Yes,4.9,1011.6,5.1,4.7,9:00 AM - 19:00 PM,4.7,158.54,7.6,Family,5,56-65,Australia,8.4,7.7,441.5,4.3,Car,240 mins,7.8,8.2,5.2,0.78,0.16,4.55,Beach/Island,Mid-Range,High,Summer,1.0,0
POI_00070,COMP_0004,Hyatt Hotels,United Kingdom,Resort,2024,887500,726016,8.8,442825.63,92919.75,4.9,4.8,8.4,0.4,0.82,688.77,535745.38,6.4,Great location but slightly crowded during peak season,Airbnb,Singapore Museum,Singapore,Urban,1.341548,103.815745,Museum,April-June,8.6,115,Yes,8.1,4882.4,4.3,7.7,8:00 AM - 18:00 PM,7.1,164.6,8.5,Solo,1,46-55,China,8.3,9.1,731.23,6.6,Bus,60 mins,9.3,8.8,7.85,0.79,0.5,4.77,Cultural/Heritage,Mid-Range,Low,Spring/Fall,0.0,1
POI_00071,COMP_0019,G Adventures,Italy,Resort,2023,21520659,16139065,9.2,305575.35,72520.13,5.9,5.6,9.1,0.96,0.56,747.67,378095.48,7.8,Peaceful atmosphere perfect for relaxation and unwinding,Booking.com,Paris Museum,France,Historical,48.874623,2.306367,Museum,Year-Round,5.4,22,No,3.4,563.5,4.2,4.3,8:00 AM - 20:00 PM,5.7,347.62,4.2,Couple,2,26-35,Australia,5.9,6.3,168.88,5.2,Train,60 mins,6.6,7.23,5.55,0.763,0.01,4.21,Cultural/Heritage,Luxury,High,Year-Round,1.0,0
POI_00072,COMP_0010,Minor Hotels,Singapore,Hotel Chain,2022,9652988,7331153,6.1,66653.44,12626.86,5.8,6.0,5.9,0.63,0.55,1293.48,79280.3,5.6,Breathtaking views and stunning natural scenery,Expedia,Istanbul Religious Site,Turkey,Historical,40.970339,28.989901,Religious Site,Spring-Fall,7.5,70,Yes,4.7,19032.6,6.9,8.2,24 Hours,6.5,490.99,7.7,Couple,2,46-55,France,9.3,9.1,623.65,8.2,Car,240 mins,9.4,8.27,7.0,0.811,0.01,5.28,Cultural/Heritage,Luxury,Medium,Spring/Fall,0.0,0
POI_00073,COMP_0022,Royal Caribbean,United Kingdom,Tour Operator,2024,469314,334654,6.9,60980.35,14056.88,3.6,5.3,6.2,0.52,0.57,531.1,75037.23,6.5,Would definitely return for another visit soon,TripAdvisor,Maldives Mountain Resort,Maldives,Island,3.176869,73.18285,Mountain Resort,April-June,6.4,82,No,4.4,3198.8,6.4,6.5,24 Hours,4.8,389.77,5.3,Family,5,56-65,France,7.1,6.8,643.51,5.6,Car,120 mins,6.4,6.8,5.6,0.769,0.13,4.34,Nature/Adventure,Luxury,Medium,Spring/Fall,1.0,0
POI_00074,COMP_0024,MSC Cruises,UAE,Resort,2021,14217815,11456537,6.1,443154.7,109730.65,5.8,5.5,6.1,0.55,0.53,1307.73,552885.35,4.3,Perfect destination for families with children,Direct Website,New York Religious Site,United States,Urban,40.713385,-73.97193,Religious Site,Winter Season,6.9,76,No,6.7,3953.3,7.2,7.0,24 Hours,7.8,443.0,7.6,Family,5,65+,France,8.3,8.9,423.09,4.5,Bus,90 mins,8.4,7.6,7.35,0.752,0.03,4.04,Cultural/Heritage,Luxury,Medium,Winter,0.0,0
POI_00075,COMP_0001,Marriott International,UAE,Tour Operator,2023,238389,178257,9.1,242497.91,38229.55,3.4,6.2,5.9,0.51,0.62,450.04,280727.46,4.7,Facility could use some updates and maintenance,Airbnb,Sydney Archaeological Site,Australia,Coastal,-33.899998,151.194838,Archaeological Site,Year-Round,7.1,15,Yes,8.0,308.2,3.6,5.9,10:00 AM - 19:00 PM,8.7,498.35,6.8,Couple,2,65+,Germany,9.0,9.1,605.45,8.6,Car,240 mins,9.3,9.13,7.9,0.842,1.02,6.34,Cultural/Heritage,Luxury,Medium,Year-Round,0.0,1
POI_00076,COMP_0006,Wyndham Hotels,United States,Hotel Chain,2023,164594,146487,8.7,496025.88,66839.86,7.4,4.7,6.2,0.92,0.81,529.39,562865.74,6.4,Great location but slightly crowded during peak season,Direct Website,London Scenic Viewpoint,United Kingdom,Historical,51.505497,-0.113567,Scenic Viewpoint,January-March,5.0,73,No,4.9,357.3,5.4,5.3,7:00 AM - 17:00 PM,5.8,171.42,5.9,Family,4,36-45,Australia,5.8,6.3,140.99,4.2,Train,60 mins,6.7,7.07,5.4,0.865,3.01,7.42,Urban/Entertainment,Mid-Range,High,Winter,1.0,0
POI_00077,COMP_0008,Best Western,Japan,Cruise Line,2022,16907479,12615244,9.8,467488.53,116515.05,4.2,6.0,5.8,0.85,0.71,3113.48,584003.58,5.2,Unforgettable experience with lasting memories,Expedia,Singapore Adventure Park,Singapore,Urban,1.361923,103.843366,Adventure Park,July-September,9.7,82,No,7.1,18611.8,3.5,7.0,9:00 AM - 19:00 PM,9.4,222.72,8.3,Family,4,18-25,Canada,9.4,10.0,353.56,6.7,Train,60 mins,9.1,9.43,9.55,0.751,0.03,4.01,Nature/Adventure,Mid-Range,High,Summer,0.0,1
POI_00078,COMP_0008,Best Western,France,Resort,2023,21781073,18549801,6.7,91169.08,21116.5,5.3,3.9,6.1,0.46,0.45,1545.18,112285.58,5.1,Clean and comfortable with friendly staff members,Airbnb,Maldives Art Gallery,Maldives,Island,3.236993,73.18931,Beach Resort,Winter Season,6.7,65,Yes,5.2,6566.7,6.3,7.9,8:00 AM - 21:00 PM,7.3,246.58,8.2,Solo,1,46-55,Japan,9.7,9.2,211.24,7.4,Cruise,120 mins,8.5,8.3,7.0,0.768,0.0,4.32,Beach/Island,Mid-Range,Low,Winter,0.0,0
POI_00079,COMP_0028,Trafalgar Tours,United Kingdom,Tour Operator,2022,4879994,3500895,7.1,84258.89,19184.15,4.2,4.9,4.5,0.81,0.55,762.39,103443.04,3.8,Lovely place with authentic local experiences,Direct Website,Bali Historical Monument,Indonesia,Island,-8.365545,115.069195,Historical Monument,Summer Season,6.5,96,Yes,4.8,1218.7,6.3,8.6,24 Hours,5.9,289.59,6.9,Solo,1,65+,Canada,8.7,9.0,729.88,4.6,Bus,24 hours,9.3,8.37,6.2,0.772,0.02,4.39,Cultural/Heritage,Mid-Range,High,Summer,1.0,0
POI_00080,COMP_0022,Royal Caribbean,Italy,Tour Operator,2020,12021816,9839635,8.0,432761.78,99575.95,7.0,5.4,6.7,0.7,0.55,1974.6,532337.73,7.5,Good value for money with comfortable accommodations,Airbnb,Paris Nature Park,France,Historical,48.872017,2.32201,Nature Park,April-June,6.1,117,Yes,6.7,2422.7,4.4,4.6,10:00 AM - 18:00 PM,5.5,151.39,5.8,Friends,7,46-55,Japan,8.4,8.3,466.37,4.6,Bus,180 mins,8.9,8.43,5.8,0.77,0.04,4.35,Nature/Adventure,Mid-Range,Medium,Spring/Fall,1.0,0
POI_00081,COMP_0006,Wyndham Hotels,Turkey,Tour Operator,2020,5975213,4921916,8.8,384578.72,47731.6,7.3,5.1,8.3,0.91,0.54,380.42,432310.32,8.0,Good value for money with comfortable accommodations,TripAdvisor,New York Food Market,United States,Urban,40.747798,-73.989098,Food Market,Year-Round,5.5,83,Yes,6.0,2398.8,6.2,5.7,8:00 AM - 18:00 PM,4.8,403.83,5.3,Friends,4,46-55,Germany,7.3,7.8,331.15,6.9,Flight,240 mins,7.8,7.97,5.15,0.876,0.06,8.06,Urban/Entertainment,Luxury,High,Year-Round,1.0,0
POI_00082,COMP_0014,Booking Holdings,Singapore,Tour Operator,2023,11365468,9109349,9.3,400930.43,46526.81,2.8,6.0,7.5,0.99,0.76,1631.4,447457.24,5.9,Relaxing environment with modern amenities available,TripAdvisor,Los Angeles Shopping District,United States,Urban,34.00872,-118.247307,Shopping District,Year-Round,7.4,67,Yes,5.3,960.2,5.6,8.7,6:00 AM - 20:00 PM,7.2,399.03,9.5,Solo,1,65+,Germany,9.0,9.6,466.33,6.2,Flight,30 mins,10.0,9.43,7.3,0.884,0.04,8.62,Urban/Entertainment,Luxury,High,Year-Round,0.0,1
POI_00083,COMP_0004,Hyatt Hotels,United States,Travel Agency,2021,5632671,4655540,9.0,311976.71,47383.79,8.6,5.0,8.7,0.78,0.56,595.72,359360.5,5.9,Highly recommended for first-time visitors,Booking.com,Dubai Art Gallery,UAE,Urban,25.186476,55.306518,Art Gallery,October-December,6.1,118,Yes,5.5,1260.7,6.6,7.9,7:00 AM - 19:00 PM,6.3,248.15,8.1,Couple,2,56-65,United States,8.8,9.6,717.69,8.7,Train,60 mins,9.6,9.13,6.2,0.848,0.06,6.58,Urban/Entertainment,Mid-Range,Medium,Year-Round,0.0,1
POI_00084,COMP_0023,Norwegian Cruise Line,United States,Hotel Chain,2024,2228059,1948008,8.5,269889.44,58177.67,8.3,8.4,7.4,0.39,0.74,230.98,328067.11,4.4,Professional service and attention to detail,Expedia,Maldives Historical Monument,Maldives,Island,3.154061,73.226676,Historical Monument,July-September,7.0,108,Yes,4.4,1114.0,5.9,4.8,24 Hours,7.6,418.58,6.6,Family,5,26-35,Japan,7.8,8.1,429.82,7.4,Train,72 hours,8.0,8.1,7.3,0.784,0.12,4.64,Cultural/Heritage,Luxury,Low,Summer,0.0,0
POI_00085,COMP_0012,Melia Hotels,United States,Hotel Chain,2022,242407,190347,8.7,172966.79,41966.85,5.4,5.1,7.8,0.79,0.59,1729.05,214933.64,4.7,Relaxing environment with modern amenities available,Airbnb,Phuket Nature Park,Thailand,Coastal,7.844597,98.377094,Nature Park,April-June,6.8,83,No,6.3,10394.2,4.9,7.7,24 Hours,6.7,106.82,6.8,Friends,4,36-45,China,8.1,7.8,148.75,4.6,Cruise,60 mins,8.4,8.4,6.75,0.757,0.71,4.12,Nature/Adventure,Mid-Range,Medium,Spring/Fall,0.0,0
POI_00086,COMP_0022,Royal Caribbean,United Kingdom,Tour Operator,2024,1040358,924590,6.6,145897.12,15271.07,3.9,5.4,4.6,0.49,0.62,725.87,161168.19,4.7,Unforgettable experience with lasting memories,Direct Website,Phuket Scenic Viewpoint,Thailand,Coastal,7.860795,98.407616,Scenic Viewpoint,January-March,9.2,95,Yes,8.8,1529.0,5.7,6.2,9:00 AM - 20:00 PM,9.4,351.83,8.1,Friends,3,65+,China,9.7,9.8,422.25,9.1,Bus,30 mins,9.9,8.73,9.3,0.895,0.14,9.55,Urban/Entertainment,Luxury,Low,Winter,0.0,1
POI_00087,COMP_0011,NH Hotel Group,United States,Tour Operator,2024,10552890,9430471,8.6,64636.78,15391.77,3.7,8.0,7.6,0.84,0.77,538.35,80028.55,7.6,Peaceful atmosphere perfect for relaxation and unwinding,Expedia,Istanbul Beach Resort,Turkey,Historical,40.987422,29.019477,Historical Monument,Year-Round,8.1,16,No,8.8,659.5,6.3,5.8,24 Hours,8.5,100.66,7.9,Friends,5,56-65,France,8.3,9.0,269.33,4.6,Flight,120 hours,8.9,8.6,8.3,0.762,0.01,4.2,Cultural/Heritage,Mid-Range,High,Year-Round,0.0,0
POI_00088,COMP_0014,Booking Holdings,Indonesia,Cruise Line,2021,1694478,1349320,8.5,171047.03,37567.72,3.2,4.8,7.2,0.6,0.57,434.85,208614.75,6.3,Relaxing environment with modern amenities available,TripAdvisor,Maldives Cultural Center,Maldives,Island,3.212122,73.25993,Cultural Center,Winter Season,3.6,40,No,6.0,10183.2,6.1,5.3,24 Hours,6.7,435.06,5.4,Couple,2,46-55,Japan,6.1,6.7,681.96,5.4,Bus,120 mins,6.2,6.93,5.15,0.78,0.1,4.55,Cultural/Heritage,Luxury,Medium,Winter,1.0,0
POI_00089,COMP_0010,Minor Hotels,United States,Travel Agency,2020,1174497,914344,7.2,97218.58,13251.55,4.6,5.8,4.6,0.79,0.65,255.46,110470.13,6.4,Unforgettable experience with lasting memories,Airbnb,New York Theme Park,United States,Urban,40.70626,-73.978612,Theme Park,July-September,7.9,61,No,6.7,15651.9,5.8,5.2,24 Hours,6.8,96.9,6.3,Solo,1,18-25,China,8.4,8.4,556.56,8.2,Bus,30 mins,8.6,8.07,7.35,0.864,0.08,7.34,Urban/Entertainment,Budget,Medium,Summer,0.0,0
