POI_ID,Common_Travel_Partner,Total_Visitors,Dominant_Age_Group,Origin_Country,Average_Sentiment_Score,Average_Rating,Reviews,Avg_spend_per_head,Accesebility_index,Travel_mode,time_spent,Overall_experience,  
POI_00239,Family,4,26-35,United Kingdom,6,6.5,Amazing experience with great service,112.62,3.6,Cruise,120 mins,6.4,
POI_00240,Solo,1,26-35,Japan,8.9,8.5,Perfect for families,195.24,7.8,Train,240 mins,7.9,
POI_00241,Solo,1,36-45,France,6.8,6.2,Beautiful location but crowded,115.39,5.6,Flight,30 mins,6.6,
POI_00242,Friends,4,18-25,Canada,6.7,6.8,Unforgettable memories created,135.86,5.1,Train,60 mins,6.3,
POI_00243,Solo,1,18-25,Japan,7.7,7.5,Excellent facilities and staff,555.51,7,Bus,60 mins,8.1,
POI_00244,Friends,3,26-35,United States,7.2,6.7,Beautiful location but crowded,209.63,6.6,Car,60 mins,7.2,
POI_00245,Solo,1,46-55,Canada,6.9,7,Excellent facilities and staff,776.61,5.1,Flight,90 mins,6.5,
POI_00246,Couple,2,65+,France,7.9,7.9,Beautiful location but crowded,569.51,5,Bus,30 mins,7.5,
POI_00247,Friends,4,36-45,United Kingdom,9.3,9.8,Could be better maintained,551.67,8.1,Flight,90 mins,10,
POI_00248,Family,4,56-65,Australia,10,9.9,Unforgettable memories created,349.74,5.8,Train,120 hours,9.9,
POI_00249,Friends,5,65+,United States,8.8,8.4,Highly recommended destination,585.38,8.4,Cruise,180 mins,8,
POI_00250,Couple,2,18-25,Australia,7.1,7.3,Beautiful location but crowded,740.79,6.4,Bus,48 hours,7.3,
POI_00251,Family,5,36-45,Canada,8.9,9.8,Amazing experience with great service,516.69,7.5,Cruise,180 mins,10,
POI_00252,Solo,1,56-65,China,5.7,6.2,Peaceful and relaxing atmosphere,753.82,5.5,Cruise,90 mins,6.4,
POI_00253,Family,3,46-55,United Kingdom,9.3,8.5,Unforgettable memories created,191.44,5.8,Cruise,240 mins,7.7,
POI_00254,Family,5,36-45,France,8.1,8.7,Peaceful and relaxing atmosphere,257.97,5.3,Bus,240 mins,9.2,
POI_00255,Solo,1,26-35,Canada,5.8,6.3,Good value for money,491.4,4.7,Bus,96 hours,5.9,
POI_00256,Friends,5,26-35,United States,7.1,7,Excellent facilities and staff,104.11,3.8,Train,60 mins,7.5,
POI_00257,Friends,3,65+,China,7.2,7.6,Amazing experience with great service,744.53,6,Train,90 mins,7.7,
POI_00258,Solo,1,36-45,United States,6.9,7,Breathtaking views,439.55,5.4,Flight,48 hours,7.4,
POI_00259,Solo,1,46-55,United Kingdom,10,9.6,Excellent facilities and staff,580,8.9,Cruise,24 hours,8.8,
POI_00260,Friends,7,36-45,Germany,7,7.4,Could be better maintained,144.28,4.2,Car,240 mins,7.9,
POI_00261,Family,5,36-45,China,7.1,7.4,Could be better maintained,499.85,6.5,Flight,90 mins,7.2,
POI_00262,Solo,1,56-65,Australia,9.3,9.4,Perfect for families,517.24,5.1,Train,240 mins,9.1,
POI_00263,Couple,2,36-45,Germany,6.9,7,Highly recommended destination,301.18,5.5,Bus,240 mins,6.7,
POI_00264,Friends,3,26-35,France,9.1,9.2,Highly recommended destination,301.08,8,Train,72 hours,9.1,
POI_00265,Family,3,46-55,China,7.6,8.2,Could be better maintained,253.57,6,Flight,120 hours,8.1,
POI_00266,Couple,2,26-35,Germany,7.3,6.9,Perfect for families,238.07,4.2,Bus,180 mins,7.1,
POI_00267,Family,5,65+,United States,8.8,9.7,Amazing experience with great service,328.9,7.9,Bus,72 hours,9.3,
POI_00268,Couple,2,56-65,Australia,10,9.8,Breathtaking views,285.91,8.7,Bus,96 hours,9.2,
POI_00269,Couple,2,18-25,United States,7.1,7.5,Good value for money,661.34,6.9,Train,240 mins,7.5,
POI_00270,Solo,1,36-45,France,6,6.2,Could be better maintained,165.46,4.4,Cruise,180 mins,5.7,
POI_00271,Couple,2,46-55,United States,9.5,9.1,Good value for money,769.19,7,Train,48 hours,8.9,
POI_00272,Solo,1,46-55,France,8.4,7.7,Highly recommended destination,684.47,7.1,Cruise,30 mins,7.4,
POI_00273,Solo,1,56-65,France,9.1,9.6,Could be better maintained,245.76,6,Train,60 mins,10,
POI_00274,Solo,1,56-65,China,9.4,9.2,Peaceful and relaxing atmosphere,510.74,6.7,Flight,30 mins,9.8,
POI_00275,Family,5,26-35,United States,6.6,6.1,Highly recommended destination,760.32,4.6,Bus,48 hours,6.3,
POI_00276,Couple,2,18-25,China,8,8,Beautiful location but crowded,553.67,4.1,Car,240 mins,8.2,
POI_00277,Family,4,65+,Japan,7.2,6.9,Breathtaking views,742.8,4.9,Flight,30 mins,6.5,
POI_00278,Solo,1,36-45,Japan,7.9,7.9,Excellent facilities and staff,616.98,7.4,Flight,96 hours,8.1,
POI_00279,Solo,1,26-35,China,8.9,8.5,Breathtaking views,387.65,6.9,Cruise,120 mins,8.8,
POI_00280,Friends,4,18-25,Australia,8.6,7.9,Could be better maintained,514.8,5.5,Flight,24 hours,7.9,
POI_00281,Couple,2,46-55,Japan,7.5,7.5,Breathtaking views,203.22,6,Train,180 mins,7.6,
POI_00282,Family,5,26-35,Japan,10,9.8,Peaceful and relaxing atmosphere,403.83,8.9,Flight,120 hours,10,
POI_00283,Friends,3,18-25,Canada,9.4,9.6,Could be better maintained,439.4,6.5,Car,30 mins,9.3,
POI_00284,Solo,1,18-25,France,6,6.6,Highly recommended destination,174.29,4.9,Cruise,60 mins,6.2,
POI_00285,Family,4,65+,Canada,9.2,9.3,Beautiful location but crowded,764.24,5.8,Flight,240 mins,9.4,
POI_00286,Couple,2,65+,Australia,8.4,8.1,Beautiful location but crowded,442.53,6.1,Car,180 mins,7.7,
POI_00287,Solo,1,46-55,United States,9.2,9.8,Unforgettable memories created,730.64,8.2,Flight,120 mins,10,
POI_00288,Friends,7,56-65,United Kingdom,8.3,8.2,Unforgettable memories created,294.75,4.4,Train,240 mins,7.6,
POI_00289,Couple,2,36-45,Australia,7,6.7,Perfect for families,237.36,5.7,Car,120 mins,6.6,
POI_00290,Couple,2,26-35,France,6.3,6.1,Perfect for families,337.76,5.2,Train,240 mins,6.2,
POI_00291,Friends,4,18-25,China,7.3,6.9,Amazing experience with great service,126.85,6.5,Bus,60 mins,6.9,
POI_00292,Couple,2,18-25,France,9.3,8.7,Good value for money,154.84,4.7,Cruise,24 hours,9.3,
POI_00293,Family,4,65+,United States,9.7,9.7,Breathtaking views,492.24,8.4,Bus,120 mins,9.4,
POI_00294,Couple,2,65+,Germany,8.4,9.2,Peaceful and relaxing atmosphere,645.67,5.8,Bus,60 mins,9.8,
POI_00295,Family,4,56-65,France,8.3,8.9,Excellent facilities and staff,622.42,4.5,Train,180 mins,8.3,
POI_00296,Family,3,46-55,Japan,8,8.9,Beautiful location but crowded,798.2,5.7,Car,180 mins,9.2,
POI_00297,Solo,1,36-45,Germany,10,9.6,Good value for money,459.4,7.9,Car,90 mins,10,
POI_00298,Family,3,46-55,Germany,6,6.2,Unforgettable memories created,514.27,3.3,Cruise,60 mins,5.8,
POI_00299,Family,4,18-25,Japan,8.1,8,Highly recommended destination,624.52,7.9,Cruise,120 mins,7.3,
POI_00300,Solo,1,65+,China,6,6.3,Good value for money,797.68,5.5,Train,96 hours,6.5,
POI_00301,Family,3,18-25,China,5.8,6.3,Beautiful location but crowded,397.2,6.1,Flight,60 mins,6.4,
POI_00302,Friends,3,46-55,Japan,7,6.7,Amazing experience with great service,189.73,4.8,Bus,240 mins,6.4,
POI_00303,Family,5,65+,France,7.7,7.1,Unforgettable memories created,462.75,5.2,Flight,90 mins,6.4,
POI_00304,Friends,7,56-65,France,8.3,8.6,Excellent facilities and staff,180.71,4.8,Car,240 mins,9,
POI_00305,Friends,3,56-65,China,9,9.6,Peaceful and relaxing atmosphere,389.43,5.8,Train,240 mins,10,
POI_00306,Family,4,26-35,China,8.4,8.5,Excellent facilities and staff,387.37,5.2,Cruise,30 mins,7.9,
POI_00307,Friends,5,36-45,Japan,9.5,9.4,Excellent facilities and staff,721.47,5.2,Train,30 mins,10,
POI_00308,Family,3,65+,United Kingdom,8.5,8,Unforgettable memories created,376.34,6,Cruise,72 hours,8.6,
POI_00309,Couple,2,65+,Japan,6.2,6.7,Could be better maintained,456.83,5.3,Bus,120 mins,6.5,
POI_00310,Couple,2,36-45,China,8.9,9.8,Beautiful location but crowded,715.22,6.4,Flight,180 mins,9.1,
POI_00311,Friends,6,65+,United Kingdom,8.6,8.1,Perfect for families,417.28,7.3,Bus,60 mins,8.6,
POI_00312,Solo,1,65+,Germany,9.3,8.7,Unforgettable memories created,413.72,7.1,Train,180 mins,8.2,
POI_00313,Solo,1,26-35,Canada,7.3,7.6,Good value for money,698.58,5.1,Flight,72 hours,8.3,
POI_00314,Solo,1,65+,Japan,6.9,6.7,Beautiful location but crowded,279.98,6.5,Cruise,72 hours,6.3,
POI_00315,Solo,1,56-65,France,7.6,7,Breathtaking views,610.77,3.7,Train,180 mins,7.5,
POI_00316,Friends,5,26-35,Germany,9.6,10,Beautiful location but crowded,781.62,8.3,Cruise,240 mins,9.8,
POI_00317,Friends,7,36-45,China,6.6,6.5,Could be better maintained,301.52,3.6,Bus,96 hours,6.8,
POI_00318,Couple,2,26-35,United States,9.6,9.8,Unforgettable memories created,436.66,6.7,Train,30 mins,9.5,
POI_00319,Solo,1,26-35,Canada,8.6,8.9,Unforgettable memories created,245.1,6.1,Bus,96 hours,8.6,
POI_00320,Couple,2,65+,Japan,6.3,6.2,Could be better maintained,319.36,4,Cruise,180 mins,6.5,
POI_00321,Friends,3,26-35,China,7.7,7.8,Excellent facilities and staff,333.07,6.5,Bus,180 mins,7.4,
POI_00322,Solo,1,65+,Australia,8.3,8.5,Highly recommended destination,528.05,7.2,Bus,90 mins,8.2,
POI_00323,Solo,1,46-55,United Kingdom,8.9,9.5,Peaceful and relaxing atmosphere,639.93,8.7,Bus,60 mins,9.7,
POI_00324,Solo,1,56-65,China,8.1,7.7,Highly recommended destination,700.44,5.8,Flight,120 mins,7.1,
POI_00325,Family,4,36-45,Australia,10,9.2,Unforgettable memories created,627.09,8.3,Car,180 mins,8.3,
POI_00326,Friends,6,36-45,France,6.1,6.6,Unforgettable memories created,209.43,4.7,Car,96 hours,6.5,
POI_00327,Friends,6,36-45,United States,7.1,7,Excellent facilities and staff,414.94,6.5,Bus,240 mins,7.6,
POI_00328,Family,4,18-25,United States,9.4,9.9,Breathtaking views,259.64,5,Bus,120 hours,9.2,
POI_00329,Solo,1,26-35,France,8.4,7.8,Good value for money,182.23,7,Flight,180 mins,8.1,
POI_00330,Couple,2,65+,United States,6.8,7.1,Excellent facilities and staff,410.52,4.2,Flight,72 hours,7.6,
POI_00331,Solo,1,56-65,France,6.5,6.4,Highly recommended destination,219.1,4.2,Cruise,90 mins,6.3,
POI_00332,Family,4,26-35,Australia,8.3,8.9,Highly recommended destination,398.48,6.8,Flight,120 hours,8.1,
POI_00333,Friends,4,26-35,Japan,8.8,9.6,Could be better maintained,740.21,5.2,Bus,180 mins,9.9,
POI_00334,Family,3,56-65,United States,8.5,7.9,Peaceful and relaxing atmosphere,148.9,6.6,Train,90 mins,7.4,
POI_00335,Family,4,26-35,France,9.1,8.7,Excellent facilities and staff,702.86,5,Train,120 mins,8.6,
POI_00336,Family,4,26-35,China,9.4,9.8,Beautiful location but crowded,703.63,6.3,Flight,96 hours,10,
POI_00337,Family,3,46-55,United Kingdom,7.8,7.7,Highly recommended destination,360.02,5.6,Car,120 mins,7.8,
POI_00338,Friends,6,65+,United Kingdom,7,7,Could be better maintained,200.68,3.5,Flight,120 hours,7.4,
POI_00339,Family,3,36-45,France,6,6,Excellent facilities and staff,620.83,4.5,Cruise,90 mins,5.5,
POI_00340,Friends,4,26-35,Australia,6.8,7.3,Perfect for families,620.33,4.6,Car,120 mins,7.2,
POI_00341,Friends,4,46-55,Germany,7.7,8,Excellent facilities and staff,246.92,6,Train,120 mins,7.2,
POI_00342,Family,5,56-65,United States,7.9,8.2,Breathtaking views,561.2,6.4,Flight,240 mins,8.2,
POI_00343,Family,3,56-65,France,7.4,8,Perfect for families,242.15,5.6,Flight,120 mins,8.6,
POI_00344,Family,4,65+,Canada,10,9.5,Could be better maintained,129.32,7.1,Flight,120 mins,9.7,
POI_00345,Solo,1,18-25,United Kingdom,6.2,6.2,Perfect for families,671.97,5.8,Train,72 hours,6.3,
POI_00346,Friends,7,46-55,United Kingdom,6.7,6.5,Excellent facilities and staff,607.41,5.5,Flight,60 mins,6.3,
POI_00347,Solo,1,18-25,Canada,7.9,7.5,Highly recommended destination,710.72,4.6,Flight,30 mins,6.9,
POI_00348,Couple,2,26-35,France,8.6,8.4,Could be better maintained,161.6,8,Train,60 mins,8.2,
POI_00349,Family,4,56-65,Canada,7,7.1,Excellent facilities and staff,108.15,5.5,Cruise,60 mins,7.3,
POI_00350,Solo,1,46-55,France,8.7,8.9,Perfect for families,759.83,8.1,Bus,90 mins,9.1,
POI_00351,Friends,3,56-65,United States,7.4,8.1,Could be better maintained,277.42,4.4,Bus,90 mins,7.5,
POI_00352,Friends,7,46-55,Germany,10,10,Excellent facilities and staff,248.2,5.7,Bus,120 mins,9.6,
POI_00353,Friends,5,26-35,China,7.2,7.3,Excellent facilities and staff,277.38,5.5,Train,90 mins,6.6,
POI_00354,Couple,2,18-25,United States,7.6,7.4,Excellent facilities and staff,403.08,4,Flight,90 mins,7.4,
POI_00355,Solo,1,46-55,Germany,6.5,6.5,Perfect for families,521.97,6.5,Bus,90 mins,7.1,
POI_00356,Family,4,46-55,China,6.9,7,Highly recommended destination,238.86,6.9,Bus,60 mins,7,
POI_00357,Couple,2,65+,United States,7,6.5,Good value for money,220.54,4.1,Bus,240 mins,6.2,
POI_00358,Solo,1,65+,China,8.2,7.6,Peaceful and relaxing atmosphere,110.95,7.3,Bus,72 hours,8.1,
POI_00359,Family,4,18-25,United Kingdom,6.8,6.3,Peaceful and relaxing atmosphere,692.59,3.6,Cruise,30 mins,5.8,
POI_00360,Couple,2,46-55,China,10,9.7,Unforgettable memories created,589.04,8.3,Car,240 mins,9.7,
POI_00361,Family,3,46-55,Germany,6.5,7,Amazing experience with great service,302.42,4.6,Bus,72 hours,7,
POI_00362,Couple,2,56-65,United Kingdom,6.4,6.4,Highly recommended destination,495.55,6.2,Car,90 mins,6.9,
POI_00363,Friends,6,36-45,France,9.3,8.9,Highly recommended destination,246.76,8.4,Car,120 mins,9.1,
POI_00364,Couple,2,36-45,China,7.9,7.5,Highly recommended destination,140.81,7.5,Bus,60 mins,7.9,
POI_00365,Solo,1,56-65,China,9.6,9.4,Amazing experience with great service,646.55,5.6,Train,60 mins,8.6,
POI_00366,Friends,6,56-65,France,7.9,8.1,Amazing experience with great service,105.68,4.1,Car,60 mins,8,
POI_00367,Friends,7,36-45,United States,8.1,8,Unforgettable memories created,508.1,5.6,Car,180 mins,8.7,
POI_00368,Friends,3,26-35,Germany,9.7,8.9,Highly recommended destination,601.24,5.9,Train,180 mins,8.6,
POI_00369,Couple,2,26-35,Australia,6.6,6.1,Highly recommended destination,670.63,6,Car,240 mins,6.6,
POI_00370,Friends,7,65+,Japan,7.1,7.5,Unforgettable memories created,461.66,6.5,Train,180 mins,7.6,
POI_00371,Friends,5,18-25,United States,9.2,8.5,Peaceful and relaxing atmosphere,166.12,8.5,Cruise,30 mins,9.3,
POI_00372,Family,3,18-25,France,8.1,7.4,Highly recommended destination,613.35,6.1,Cruise,180 mins,7.6,
POI_00373,Family,5,36-45,Germany,7.7,8.5,Good value for money,254.79,5.4,Car,72 hours,8.6,
POI_00374,Solo,1,56-65,France,7.1,7.6,Amazing experience with great service,130.73,6.3,Cruise,120 mins,8,
POI_00375,Solo,1,65+,Australia,8.9,9.8,Amazing experience with great service,369.83,5.7,Car,180 mins,10,
POI_00376,Solo,1,65+,Australia,6.2,6.5,Could be better maintained,257.42,4.9,Cruise,180 mins,6.6,
POI_00377,Family,4,18-25,Canada,6.7,6.9,Unforgettable memories created,455.82,3.5,Flight,180 mins,6.6,
POI_00378,Friends,7,56-65,Germany,7.5,7.7,Could be better maintained,220.83,3.9,Bus,240 mins,7.6,
POI_00379,Family,3,46-55,Japan,9.3,8.9,Unforgettable memories created,428.76,7.9,Flight,30 mins,9.3,
POI_00380,Family,3,56-65,Canada,8.7,9.2,Unforgettable memories created,794.17,5.5,Train,120 mins,9.3,
POI_00381,Solo,1,26-35,United Kingdom,7.7,7.4,Peaceful and relaxing atmosphere,756.52,5.7,Flight,72 hours,7.8,
POI_00382,Couple,2,56-65,France,9,8.6,Highly recommended destination,537.65,8.5,Bus,180 mins,8.7,
POI_00383,Couple,2,65+,France,8.4,9,Amazing experience with great service,796.86,5,Bus,240 mins,8.1,
POI_00384,Friends,3,26-35,Australia,7.6,7.5,Highly recommended destination,332.45,4.3,Flight,90 mins,8,
POI_00385,Solo,1,18-25,Germany,7.7,7.1,Highly recommended destination,138.43,5.9,Car,90 mins,7.7,
POI_00386,Family,3,18-25,France,8.7,9.3,Breathtaking views,121.3,6.2,Flight,120 hours,10,
POI_00387,Couple,2,46-55,Germany,9.1,8.5,Unforgettable memories created,624.45,8.2,Train,120 mins,7.7,
POI_00388,Couple,2,26-35,France,7,7,Highly recommended destination,484.99,5.2,Train,120 mins,7.1,
POI_00389,Couple,2,65+,United States,8.4,9.3,Perfect for families,671.07,6.7,Bus,120 mins,9,
POI_00390,Family,5,56-65,Germany,8.1,8.4,Unforgettable memories created,452.25,4.3,Train,60 mins,7.6,
POI_00391,Friends,3,46-55,Canada,8.1,8.6,Excellent facilities and staff,490.69,7.6,Train,60 mins,8.8,
POI_00392,Couple,2,46-55,Canada,9.4,9.1,Perfect for families,626.51,6.8,Bus,60 mins,9.8,
POI_00393,Solo,1,56-65,China,8,8.2,Could be better maintained,692.91,7.5,Bus,30 mins,8,
POI_00394,Friends,3,36-45,France,8.2,8,Could be better maintained,165.95,7,Train,120 mins,7.2,
POI_00395,Solo,1,65+,China,8.3,8.5,Excellent facilities and staff,537.45,7.6,Cruise,240 mins,9,
POI_00396,Friends,4,56-65,Germany,9.6,9.6,Could be better maintained,420.34,7.3,Flight,90 mins,8.9,
POI_00397,Friends,4,65+,United Kingdom,8.1,7.5,Breathtaking views,602.2,6.6,Cruise,96 hours,7.1,
POI_00398,Couple,2,65+,United States,9.1,9.9,Breathtaking views,575.26,8.5,Car,90 mins,10,
POI_00399,Family,5,18-25,Canada,8.6,9.2,Could be better maintained,651.13,9.1,Bus,120 hours,8.3,
POI_00400,Solo,1,56-65,United States,8.5,8.7,Good value for money,402.63,8.6,Cruise,90 mins,8,
POI_00401,Family,5,18-25,United Kingdom,6.2,6.4,Amazing experience with great service,131.84,5.9,Cruise,120 hours,6.9,
POI_00402,Couple,2,65+,France,9.3,9.8,Unforgettable memories created,768.93,5,Cruise,180 mins,9.2,
POI_00403,Family,5,36-45,Australia,7,7,Beautiful location but crowded,441.32,5.5,Bus,180 mins,7.3,
POI_00404,Couple,2,65+,Germany,9.5,9.5,Unforgettable memories created,425.35,9.5,Flight,24 hours,9.5,
POI_00405,Family,4,56-65,Japan,9.9,9.9,Excellent facilities and staff,220.25,6.3,Cruise,180 mins,9.2,
POI_00406,Couple,2,18-25,China,9.5,9.8,Amazing experience with great service,646.66,9,Bus,240 mins,9.5,
POI_00407,Couple,2,18-25,Germany,8.5,7.8,Peaceful and relaxing atmosphere,684.48,7.4,Car,24 hours,8.3,
POI_00408,Family,4,46-55,United States,7.4,7.7,Excellent facilities and staff,135.01,5.7,Train,90 mins,7.5,
POI_00409,Friends,6,56-65,Japan,5.8,6,Could be better maintained,657.41,4.3,Bus,240 mins,5.9,
POI_00410,Family,3,36-45,China,9.7,9,Excellent facilities and staff,121.55,7.9,Car,30 mins,9.5,
POI_00411,Family,5,65+,United States,9.1,9.1,Peaceful and relaxing atmosphere,173.38,8.5,Bus,30 mins,8.8,
POI_00412,Family,5,18-25,Germany,8.3,8.5,Beautiful location but crowded,793.56,6.3,Bus,180 mins,8.6,
POI_00413,Family,4,26-35,China,9.5,8.8,Highly recommended destination,623.82,8.2,Train,60 mins,8.9,
POI_00414,Family,5,46-55,United States,8,8.5,Beautiful location but crowded,357.82,5.8,Cruise,240 mins,9.3,
POI_00415,Family,4,46-55,China,9.5,9.4,Peaceful and relaxing atmosphere,429.35,4.9,Train,60 mins,10,
POI_00416,Family,5,36-45,United Kingdom,6,6.1,Peaceful and relaxing atmosphere,308.49,4.4,Cruise,60 mins,5.6,
POI_00417,Solo,1,46-55,United States,8.2,7.5,Beautiful location but crowded,633.45,7.4,Bus,30 mins,6.8,
POI_00418,Solo,1,46-55,United Kingdom,8.2,7.8,Beautiful location but crowded,440.49,4.8,Bus,24 hours,7.3,
POI_00419,Family,5,36-45,Australia,7.9,8.4,Excellent facilities and staff,656.7,6.8,Car,90 mins,8.5,
POI_00420,Family,3,36-45,United Kingdom,9.6,9.2,Highly recommended destination,341.11,8.2,Flight,120 mins,8.9,
POI_00421,Couple,2,56-65,Germany,10,9.8,Highly recommended destination,504.14,9.3,Train,120 mins,10,
POI_00422,Couple,2,26-35,China,8.3,8.1,Unforgettable memories created,432.67,7.5,Bus,24 hours,8.1,
POI_00423,Solo,1,56-65,China,8.4,9.2,Unforgettable memories created,778.67,4.8,Bus,90 mins,9.7,
POI_00424,Couple,2,46-55,France,10,9.7,Breathtaking views,155.93,9,Cruise,180 mins,8.9,
POI_00425,Solo,1,56-65,United States,9.2,8.6,Unforgettable memories created,153.71,4.8,Cruise,120 mins,8.6,
POI_00426,Solo,1,26-35,Australia,8.6,9.5,Unforgettable memories created,114.2,7.7,Bus,240 mins,9.8,
POI_00427,Couple,2,56-65,Australia,6.8,6.3,Perfect for families,216.11,3.6,Bus,60 mins,6.4,
POI_00428,Friends,7,65+,Australia,8.6,8.3,Excellent facilities and staff,562.37,6.7,Flight,48 hours,8.9,
POI_00429,Friends,7,46-55,Japan,6.4,6.2,Good value for money,751.89,4.3,Train,120 mins,6.8,
POI_00430,Friends,5,65+,Japan,6.2,6,Beautiful location but crowded,747.02,5.1,Cruise,120 mins,5.8,
POI_00431,Couple,2,46-55,China,8.1,8.4,Highly recommended destination,456.5,6.4,Cruise,90 mins,8,
POI_00432,Family,5,46-55,Japan,6.8,7.5,Peaceful and relaxing atmosphere,332.62,5.5,Car,60 mins,7.2,
POI_00433,Solo,1,65+,France,8.5,8.1,Unforgettable memories created,243.36,5.6,Flight,90 mins,8.3,
POI_00434,Family,3,36-45,France,6.8,6.6,Amazing experience with great service,428.5,4.4,Flight,180 mins,7.1,
POI_00435,Couple,2,56-65,United States,7.3,7,Perfect for families,760.54,5.9,Flight,48 hours,7.6,
POI_00436,Couple,2,26-35,Japan,6.1,6.4,Amazing experience with great service,684.67,4.2,Car,24 hours,6.4,
POI_00437,Friends,5,65+,Australia,6.9,6.6,Could be better maintained,740.62,4.7,Car,60 mins,6.5,
POI_00438,Solo,1,18-25,Japan,9.5,9.5,Breathtaking views,345.8,6.5,Cruise,240 mins,10,
POI_00439,Couple,2,65+,Germany,7.3,7.2,Highly recommended destination,179.63,4.1,Car,240 mins,6.9,
POI_00440,Solo,1,56-65,China,7.3,7.4,Could be better maintained,192.29,6.2,Car,60 mins,7,
POI_00441,Solo,1,65+,China,7.6,8,Beautiful location but crowded,132.69,7.8,Cruise,60 mins,7.7,
POI_00442,Solo,1,65+,Canada,7.3,6.7,Peaceful and relaxing atmosphere,201.43,3.9,Bus,240 mins,7.2,
POI_00443,Family,5,18-25,France,7.6,7.7,Peaceful and relaxing atmosphere,742.27,5.6,Train,120 mins,8.1,
POI_00444,Friends,6,26-35,China,9.6,10,Could be better maintained,481.84,5.7,Car,24 hours,9.9,
POI_00445,Couple,2,65+,United States,6.8,6.4,Amazing experience with great service,355.53,3.5,Bus,90 mins,6.6,
POI_00446,Solo,1,56-65,Germany,8.2,9.1,Amazing experience with great service,703.24,5.3,Bus,240 mins,9.3,
POI_00447,Solo,1,65+,China,7.6,7.3,Perfect for families,227.86,5.9,Cruise,90 mins,7.6,
POI_00448,Couple,2,36-45,Australia,7.5,7.9,Beautiful location but crowded,799.53,5.2,Car,120 mins,8.5,
